id,subzone,planning_area,venue_type,competitor_score,competitor_density,created_at,competitor_count,underserved_score,overall_score
3873,BOAT QUAY,SINGAPORE RIVER,SPORTS_COMPLEX,83.37,unknown,2025-04-18 14:19:06.452608,,2.57,34.65
3874,HENDERSON HILL,BUKIT MERAH,ARTS,61.85,unknown,2025-04-18 14:19:06.501285,,40.91,48.07
3875,HENDERSON HILL,BUKIT MERAH,APPAREL,61.01,unknown,2025-04-18 14:19:06.558284,,40.91,36.03
3876,HENDERSON HILL,BUKIT MERAH,CAFE,89.83,unknown,2025-04-18 14:19:06.601251,,40.91,45.3
3877,HENDERSON HILL,BUKIT MERAH,CLUBS,79.27,unknown,2025-04-18 14:19:06.650824,,40.91,48.07
3878,HENDERSON HILL,BUKIT MERAH,DOCTOR,43.11,unknown,2025-04-18 14:19:06.711905,,40.91,36.03
3879,HENDERSON HILL,BUKIT MERAH,RESTAURANT,52.00,unknown,2025-04-18 14:19:06.754569,,40.91,32.22
3880,HENDERSON HILL,BUKIT MERAH,SHOPPING,80.06,unknown,2025-04-18 14:19:06.802366,,40.91,36.03
3881,HENDERSON HILL,BUKIT MERAH,PERSONAL_CARE,83.73,unknown,2025-04-18 14:19:06.849989,,40.91,36.03
3882,HENDERSON HILL,BUKIT MERAH,SCHOOL,82.21,unknown,2025-04-18 14:19:06.893259,,40.91,32.2
3883,HENDERSON HILL,BUKIT MERAH,VEHICLE,31.71,unknown,2025-04-18 14:19:06.941974,,40.91,36.03
3884,HENDERSON HILL,BUKIT MERAH,SPORTS_COMPLEX,54.08,unknown,2025-04-18 14:19:06.988837,,40.91,48.07
3885,ALEXANDRA HILL,BUKIT MERAH,ARTS,1.71,unknown,2025-04-18 14:19:07.042143,,28.85,56.01
3886,ALEXANDRA HILL,BUKIT MERAH,APPAREL,94.89,unknown,2025-04-18 14:19:07.084781,,28.85,56.01
3887,ALEXANDRA HILL,BUKIT MERAH,CAFE,52.24,unknown,2025-04-18 14:19:07.127218,,28.85,53.25
3888,ALEXANDRA HILL,BUKIT MERAH,CLUBS,12.66,unknown,2025-04-18 14:19:07.173862,,28.85,56.01
3889,ALEXANDRA HILL,BUKIT MERAH,DOCTOR,49.07,unknown,2025-04-18 14:19:07.213775,,28.85,56.01
3890,ALEXANDRA HILL,BUKIT MERAH,RESTAURANT,37.24,unknown,2025-04-18 14:19:07.251485,,28.85,52.2
3891,ALEXANDRA HILL,BUKIT MERAH,SHOPPING,42.37,unknown,2025-04-18 14:19:07.293275,,28.85,56.01
3892,ALEXANDRA HILL,BUKIT MERAH,PERSONAL_CARE,46.40,unknown,2025-04-18 14:19:07.331481,,28.85,56.01
3893,ALEXANDRA HILL,BUKIT MERAH,SCHOOL,77.98,unknown,2025-04-18 14:19:07.389888,,28.85,27.97
3894,ALEXANDRA HILL,BUKIT MERAH,VEHICLE,5.74,unknown,2025-04-18 14:19:07.422291,,28.85,56.01
3895,ALEXANDRA HILL,BUKIT MERAH,SPORTS_COMPLEX,97.31,unknown,2025-04-18 14:19:07.466202,,28.85,56.01
3896,BUKIT HO SWEE,BUKIT MERAH,ARTS,4.53,unknown,2025-04-18 14:19:07.5029,,60.97,67.26
3897,BUKIT HO SWEE,BUKIT MERAH,APPAREL,19.19,unknown,2025-04-18 14:19:07.535521,,60.97,67.26
3898,BUKIT HO SWEE,BUKIT MERAH,CAFE,93.35,unknown,2025-04-18 14:19:07.569896,,60.97,64.49
3899,BUKIT HO SWEE,BUKIT MERAH,CLUBS,83.88,unknown,2025-04-18 14:19:07.617708,,60.97,67.26
3900,BUKIT HO SWEE,BUKIT MERAH,DOCTOR,73.69,unknown,2025-04-18 14:19:07.659329,,60.97,67.26
3901,BUKIT HO SWEE,BUKIT MERAH,RESTAURANT,6.85,unknown,2025-04-18 14:19:07.69048,,60.97,63.44
3902,BUKIT HO SWEE,BUKIT MERAH,SHOPPING,11.91,unknown,2025-04-18 14:19:07.730322,,60.97,67.26
3903,BUKIT HO SWEE,BUKIT MERAH,PERSONAL_CARE,67.92,unknown,2025-04-18 14:19:07.774001,,60.97,67.26
3904,BUKIT HO SWEE,BUKIT MERAH,SCHOOL,72.22,unknown,2025-04-18 14:19:07.806764,,60.97,39.22
3905,BUKIT HO SWEE,BUKIT MERAH,VEHICLE,59.47,unknown,2025-04-18 14:19:07.841979,,60.97,67.26
3906,BUKIT HO SWEE,BUKIT MERAH,SPORTS_COMPLEX,78.84,unknown,2025-04-18 14:19:07.887664,,60.97,67.26
3907,CLARKE QUAY,SINGAPORE RIVER,ARTS,69.14,unknown,2025-04-18 14:19:07.923201,,0.89,34.06
3908,CLARKE QUAY,SINGAPORE RIVER,APPAREL,49.10,unknown,2025-04-18 14:19:07.961461,,0.89,22.03
3909,CLARKE QUAY,SINGAPORE RIVER,CAFE,20.56,unknown,2025-04-18 14:19:07.998241,,0.89,31.29
3910,CLARKE QUAY,SINGAPORE RIVER,CLUBS,85.84,unknown,2025-04-18 14:19:08.042084,,0.89,34.06
3911,CLARKE QUAY,SINGAPORE RIVER,DOCTOR,36.03,unknown,2025-04-18 14:19:08.092454,,0.89,22.03
3912,CLARKE QUAY,SINGAPORE RIVER,RESTAURANT,52.37,unknown,2025-04-18 14:19:08.13688,,0.89,18.22
3913,CLARKE QUAY,SINGAPORE RIVER,SHOPPING,56.56,unknown,2025-04-18 14:19:08.172184,,0.89,22.03
3914,CLARKE QUAY,SINGAPORE RIVER,PERSONAL_CARE,49.72,unknown,2025-04-18 14:19:08.220991,,0.89,22.03
3915,CLARKE QUAY,SINGAPORE RIVER,SCHOOL,13.81,unknown,2025-04-18 14:19:08.278322,,0.89,18.19
3916,CLARKE QUAY,SINGAPORE RIVER,VEHICLE,84.58,unknown,2025-04-18 14:19:08.317043,,0.89,22.03
3917,CLARKE QUAY,SINGAPORE RIVER,SPORTS_COMPLEX,6.71,unknown,2025-04-18 14:19:08.352105,,0.89,34.06
3918,PASIR PANJANG 1,QUEENSTOWN,ARTS,84.61,unknown,2025-04-18 14:19:08.400259,,8.37,36.68
3919,PASIR PANJANG 1,QUEENSTOWN,APPAREL,14.30,unknown,2025-04-18 14:19:08.434223,,8.37,24.64
3920,PASIR PANJANG 1,QUEENSTOWN,CAFE,11.80,high,2025-04-18 14:19:08.476475,5,1.39,32.59
3921,PASIR PANJANG 1,QUEENSTOWN,CLUBS,17.13,unknown,2025-04-18 14:19:08.511119,,8.37,36.68
3922,PASIR PANJANG 1,QUEENSTOWN,DOCTOR,56.17,unknown,2025-04-18 14:19:08.554614,,8.37,24.64
3923,PASIR PANJANG 1,QUEENSTOWN,RESTAURANT,31.83,extremely high,2025-04-18 14:19:08.59033,20,0.40,30.02
3924,PASIR PANJANG 1,QUEENSTOWN,SHOPPING,84.91,low,2025-04-18 14:19:08.641543,1,4.18,32.28
3925,PASIR PANJANG 1,QUEENSTOWN,PERSONAL_CARE,5.49,high,2025-04-18 14:19:08.67649,5,1.39,21.66
3926,PASIR PANJANG 1,QUEENSTOWN,SCHOOL,65.04,medium,2025-04-18 14:19:08.718929,3,2.09,26.47
3927,PASIR PANJANG 1,QUEENSTOWN,VEHICLE,10.67,medium,2025-04-18 14:19:08.756654,2,2.79,31.79
3928,PASIR PANJANG 1,QUEENSTOWN,SPORTS_COMPLEX,85.27,unknown,2025-04-18 14:19:08.794965,,8.37,36.68
3929,QUEENSWAY,QUEENSTOWN,ARTS,11.85,unknown,2025-04-18 14:19:08.830494,,0.90,34.07
3930,QUEENSWAY,QUEENSTOWN,APPAREL,55.33,unknown,2025-04-18 14:19:08.876304,,0.90,22.03
3931,QUEENSWAY,QUEENSTOWN,CAFE,24.89,unknown,2025-04-18 14:19:08.917609,,0.90,31.3
3932,QUEENSWAY,QUEENSTOWN,CLUBS,70.08,unknown,2025-04-18 14:19:08.96798,,0.90,34.07
3933,QUEENSWAY,QUEENSTOWN,DOCTOR,85.17,unknown,2025-04-18 14:19:09.003777,,0.90,22.03
3934,QUEENSWAY,QUEENSTOWN,RESTAURANT,15.53,unknown,2025-04-18 14:19:09.041003,,0.90,18.22
3935,QUEENSWAY,QUEENSTOWN,SHOPPING,21.04,unknown,2025-04-18 14:19:09.075851,,0.90,22.03
3936,QUEENSWAY,QUEENSTOWN,PERSONAL_CARE,15.15,unknown,2025-04-18 14:19:09.119887,,0.90,22.03
3937,QUEENSWAY,QUEENSTOWN,SCHOOL,64.36,unknown,2025-04-18 14:19:09.164051,,0.90,18.19
3938,QUEENSWAY,QUEENSTOWN,VEHICLE,71.86,unknown,2025-04-18 14:19:09.209052,,0.90,22.03
3939,QUEENSWAY,QUEENSTOWN,SPORTS_COMPLEX,58.25,unknown,2025-04-18 14:19:09.248513,,0.90,34.07
3940,MARINA EAST (MP),MARINE PARADE,ARTS,9.70,unknown,2025-04-18 14:19:09.291486,,0.00,33.75
3941,MARINA EAST (MP),MARINE PARADE,APPAREL,70.57,unknown,2025-04-18 14:19:09.32655,,0.00,6.92
3942,MARINA EAST (MP),MARINE PARADE,CAFE,21.69,unknown,2025-04-18 14:19:09.364085,,0.00,30.98
3943,MARINA EAST (MP),MARINE PARADE,CLUBS,45.08,unknown,2025-04-18 14:19:09.422113,,0.00,33.75
3944,MARINA EAST (MP),MARINE PARADE,DOCTOR,49.89,unknown,2025-04-18 14:19:09.462179,,0.00,6.92
3945,MARINA EAST (MP),MARINE PARADE,RESTAURANT,52.62,unknown,2025-04-18 14:19:09.505331,,0.00,3.11
3946,MARINA EAST (MP),MARINE PARADE,SHOPPING,70.24,unknown,2025-04-18 14:19:09.54746,,0.00,6.92
3947,MARINA EAST (MP),MARINE PARADE,PERSONAL_CARE,15.25,unknown,2025-04-18 14:19:09.586775,,0.00,6.92
3948,MARINA EAST (MP),MARINE PARADE,SCHOOL,54.04,unknown,2025-04-18 14:19:09.626385,,0.00,3.08
3949,MARINA EAST (MP),MARINE PARADE,VEHICLE,39.02,unknown,2025-04-18 14:19:09.660337,,0.00,6.92
3950,MARINA EAST (MP),MARINE PARADE,SPORTS_COMPLEX,45.95,unknown,2025-04-18 14:19:09.709666,,0.00,33.75
3951,SUDONG,WESTERN ISLANDS,ARTS,96.86,unknown,2025-04-18 14:19:09.74814,,0.00,33.75
3952,SUDONG,WESTERN ISLANDS,APPAREL,9.60,unknown,2025-04-18 14:19:09.787185,,0.00,6.92
3953,SUDONG,WESTERN ISLANDS,CAFE,2.60,unknown,2025-04-18 14:19:09.825416,,0.00,30.98
3954,SUDONG,WESTERN ISLANDS,CLUBS,46.91,unknown,2025-04-18 14:19:09.865776,,0.00,33.75
3955,SUDONG,WESTERN ISLANDS,DOCTOR,91.79,unknown,2025-04-18 14:19:09.907488,,0.00,6.92
3956,SUDONG,WESTERN ISLANDS,RESTAURANT,18.48,unknown,2025-04-18 14:19:09.94735,,0.00,3.11
3957,SUDONG,WESTERN ISLANDS,SHOPPING,74.34,unknown,2025-04-18 14:19:09.983129,,0.00,6.92
3958,SUDONG,WESTERN ISLANDS,PERSONAL_CARE,3.64,unknown,2025-04-18 14:19:10.016788,,0.00,6.92
3959,SUDONG,WESTERN ISLANDS,SCHOOL,69.00,unknown,2025-04-18 14:19:10.051393,,0.00,3.08
3960,SUDONG,WESTERN ISLANDS,VEHICLE,36.32,unknown,2025-04-18 14:19:10.093172,,0.00,6.92
3961,SUDONG,WESTERN ISLANDS,SPORTS_COMPLEX,49.87,unknown,2025-04-18 14:19:10.140303,,0.00,33.75
3962,SEMAKAU,WESTERN ISLANDS,ARTS,17.79,unknown,2025-04-18 14:19:10.177203,,0.00,33.75
3963,SEMAKAU,WESTERN ISLANDS,APPAREL,23.01,unknown,2025-04-18 14:19:10.212576,,0.00,6.92
3964,SEMAKAU,WESTERN ISLANDS,CAFE,55.85,unknown,2025-04-18 14:19:10.258343,,0.00,30.98
3965,SEMAKAU,WESTERN ISLANDS,CLUBS,74.96,unknown,2025-04-18 14:19:10.30279,,0.00,33.75
3966,SEMAKAU,WESTERN ISLANDS,DOCTOR,84.98,unknown,2025-04-18 14:19:10.348479,,0.00,6.92
3967,SEMAKAU,WESTERN ISLANDS,RESTAURANT,2.39,unknown,2025-04-18 14:19:10.410892,,0.00,3.11
3968,SEMAKAU,WESTERN ISLANDS,SHOPPING,82.16,unknown,2025-04-18 14:19:10.448832,,0.00,6.92
3969,SEMAKAU,WESTERN ISLANDS,PERSONAL_CARE,89.48,unknown,2025-04-18 14:19:10.487046,,0.00,6.92
3970,SEMAKAU,WESTERN ISLANDS,SCHOOL,16.16,unknown,2025-04-18 14:19:10.522165,,0.00,3.08
3971,SEMAKAU,WESTERN ISLANDS,VEHICLE,14.39,unknown,2025-04-18 14:19:10.552394,,0.00,6.92
3972,SEMAKAU,WESTERN ISLANDS,SPORTS_COMPLEX,8.25,unknown,2025-04-18 14:19:10.586824,,0.00,33.75
3973,SOUTHERN GROUP,SOUTHERN ISLANDS,ARTS,34.53,unknown,2025-04-18 14:19:10.625247,,0.00,33.75
3974,SOUTHERN GROUP,SOUTHERN ISLANDS,APPAREL,18.38,unknown,2025-04-18 14:19:10.658413,,0.00,6.92
3975,SOUTHERN GROUP,SOUTHERN ISLANDS,CAFE,93.78,unknown,2025-04-18 14:19:10.696711,,0.00,30.98
3976,SOUTHERN GROUP,SOUTHERN ISLANDS,CLUBS,6.71,unknown,2025-04-18 14:19:10.728729,,0.00,33.75
3977,SOUTHERN GROUP,SOUTHERN ISLANDS,DOCTOR,95.19,unknown,2025-04-18 14:19:10.762664,,0.00,6.92
3978,SOUTHERN GROUP,SOUTHERN ISLANDS,RESTAURANT,29.81,unknown,2025-04-18 14:19:10.804854,,0.00,3.11
3979,SOUTHERN GROUP,SOUTHERN ISLANDS,SHOPPING,77.35,unknown,2025-04-18 14:19:10.840302,,0.00,6.92
3980,SOUTHERN GROUP,SOUTHERN ISLANDS,PERSONAL_CARE,91.83,unknown,2025-04-18 14:19:10.874135,,0.00,6.92
3981,SOUTHERN GROUP,SOUTHERN ISLANDS,SCHOOL,72.72,unknown,2025-04-18 14:19:10.909657,,0.00,3.08
3982,SOUTHERN GROUP,SOUTHERN ISLANDS,VEHICLE,78.67,unknown,2025-04-18 14:19:10.943358,,0.00,6.92
3983,SOUTHERN GROUP,SOUTHERN ISLANDS,SPORTS_COMPLEX,26.81,unknown,2025-04-18 14:19:10.9753,,0.00,33.75
3984,SENTOSA,SOUTHERN ISLANDS,ARTS,37.98,extremely low,2025-04-18 14:19:11.00715,3,0.16,35.2
3985,SENTOSA,SOUTHERN ISLANDS,APPAREL,42.34,medium,2025-04-18 14:19:11.046826,14,0.04,16.98
3986,SENTOSA,SOUTHERN ISLANDS,CAFE,22.37,medium,2025-04-18 14:19:11.091119,12,0.05,29.58
3987,SENTOSA,SOUTHERN ISLANDS,CLUBS,10.65,unknown,2025-04-18 14:19:11.129316,,0.63,33.97
3988,SENTOSA,SOUTHERN ISLANDS,DOCTOR,13.08,unknown,2025-04-18 14:19:11.170417,,0.63,21.93
3989,SENTOSA,SOUTHERN ISLANDS,RESTAURANT,54.37,extremely high,2025-04-18 14:19:11.208896,73,0.01,23.73
3990,SENTOSA,SOUTHERN ISLANDS,SHOPPING,70.10,medium,2025-04-18 14:19:11.243199,9,0.06,17.03
3991,SENTOSA,SOUTHERN ISLANDS,PERSONAL_CARE,61.40,extremely low,2025-04-18 14:19:11.277586,3,0.16,24.0
3992,SENTOSA,SOUTHERN ISLANDS,SCHOOL,26.30,extremely low,2025-04-18 14:19:11.311971,3,0.16,20.8
3993,SENTOSA,SOUTHERN ISLANDS,VEHICLE,59.82,extremely low,2025-04-18 14:19:11.347021,1,0.31,15.6
3994,SENTOSA,SOUTHERN ISLANDS,SPORTS_COMPLEX,19.01,extremely low,2025-04-18 14:19:11.382037,1,0.31,27.51
3995,CITY TERMINALS,BUKIT MERAH,ARTS,25.17,unknown,2025-04-18 14:19:11.41734,,0.00,33.75
3996,CITY TERMINALS,BUKIT MERAH,APPAREL,62.17,unknown,2025-04-18 14:19:11.468835,,0.00,6.92
3997,CITY TERMINALS,BUKIT MERAH,CAFE,27.89,unknown,2025-04-18 14:19:11.519384,,0.00,30.98
3998,CITY TERMINALS,BUKIT MERAH,CLUBS,96.11,unknown,2025-04-18 14:19:11.551535,,0.00,33.75
3999,CITY TERMINALS,BUKIT MERAH,DOCTOR,81.12,unknown,2025-04-18 14:19:11.586559,,0.00,6.92
4000,CITY TERMINALS,BUKIT MERAH,RESTAURANT,22.50,unknown,2025-04-18 14:19:11.622544,,0.00,3.11
4001,CITY TERMINALS,BUKIT MERAH,SHOPPING,83.66,unknown,2025-04-18 14:19:11.660187,,0.00,6.92
4002,CITY TERMINALS,BUKIT MERAH,PERSONAL_CARE,30.35,unknown,2025-04-18 14:19:11.710948,,0.00,6.92
4003,CITY TERMINALS,BUKIT MERAH,SCHOOL,27.61,unknown,2025-04-18 14:19:11.753339,,0.00,3.08
4004,CITY TERMINALS,BUKIT MERAH,VEHICLE,45.33,unknown,2025-04-18 14:19:11.797268,,0.00,6.92
4005,CITY TERMINALS,BUKIT MERAH,SPORTS_COMPLEX,3.46,unknown,2025-04-18 14:19:11.844411,,0.00,33.75
4006,ANSON,DOWNTOWN CORE,ARTS,82.83,unknown,2025-04-18 14:19:11.887551,,0.00,33.75
4007,ANSON,DOWNTOWN CORE,APPAREL,32.33,unknown,2025-04-18 14:19:11.926098,,0.00,6.92
4008,ANSON,DOWNTOWN CORE,CAFE,53.34,unknown,2025-04-18 14:19:11.9679,,0.00,30.98
4009,ANSON,DOWNTOWN CORE,CLUBS,30.91,unknown,2025-04-18 14:19:12.153681,,0.00,33.75
4010,ANSON,DOWNTOWN CORE,DOCTOR,8.88,unknown,2025-04-18 14:19:12.187076,,0.00,6.92
4011,ANSON,DOWNTOWN CORE,RESTAURANT,94.47,unknown,2025-04-18 14:19:12.219229,,0.00,3.11
4012,ANSON,DOWNTOWN CORE,SHOPPING,30.83,unknown,2025-04-18 14:19:12.254064,,0.00,6.92
4013,ANSON,DOWNTOWN CORE,PERSONAL_CARE,75.20,unknown,2025-04-18 14:19:12.288619,,0.00,6.92
4014,ANSON,DOWNTOWN CORE,SCHOOL,11.33,unknown,2025-04-18 14:19:12.346366,,0.00,3.08
4015,ANSON,DOWNTOWN CORE,VEHICLE,54.62,unknown,2025-04-18 14:19:12.380662,,0.00,6.92
4016,ANSON,DOWNTOWN CORE,SPORTS_COMPLEX,35.89,unknown,2025-04-18 14:19:12.411225,,0.00,33.75
4017,STRAITS VIEW,STRAITS VIEW,ARTS,79.46,unknown,2025-04-18 14:19:12.444975,,0.00,33.75
4018,STRAITS VIEW,STRAITS VIEW,APPAREL,81.53,unknown,2025-04-18 14:19:12.478815,,0.00,6.92
4019,STRAITS VIEW,STRAITS VIEW,CAFE,3.81,unknown,2025-04-18 14:19:12.511522,,0.00,30.98
4020,STRAITS VIEW,STRAITS VIEW,CLUBS,2.73,unknown,2025-04-18 14:19:12.551924,,0.00,33.75
4021,STRAITS VIEW,STRAITS VIEW,DOCTOR,73.09,unknown,2025-04-18 14:19:12.586251,,0.00,6.92
4022,STRAITS VIEW,STRAITS VIEW,RESTAURANT,91.20,unknown,2025-04-18 14:19:12.619646,,0.00,3.11
4023,STRAITS VIEW,STRAITS VIEW,SHOPPING,32.03,unknown,2025-04-18 14:19:12.65386,,0.00,6.92
4024,STRAITS VIEW,STRAITS VIEW,PERSONAL_CARE,17.86,unknown,2025-04-18 14:19:12.68937,,0.00,6.92
4025,STRAITS VIEW,STRAITS VIEW,SCHOOL,41.08,unknown,2025-04-18 14:19:12.726438,,0.00,3.08
4026,STRAITS VIEW,STRAITS VIEW,VEHICLE,44.16,unknown,2025-04-18 14:19:12.759014,,0.00,6.92
4027,STRAITS VIEW,STRAITS VIEW,SPORTS_COMPLEX,6.46,unknown,2025-04-18 14:19:12.792421,,0.00,33.75
4028,MARITIME SQUARE,BUKIT MERAH,ARTS,41.83,unknown,2025-04-18 14:19:12.828414,,2.07,34.48
4029,MARITIME SQUARE,BUKIT MERAH,APPAREL,13.78,unknown,2025-04-18 14:19:12.862479,,2.07,22.44
4030,MARITIME SQUARE,BUKIT MERAH,CAFE,4.92,unknown,2025-04-18 14:19:12.90219,,2.07,31.71
4031,MARITIME SQUARE,BUKIT MERAH,CLUBS,19.04,unknown,2025-04-18 14:19:12.936428,,2.07,34.48
4032,MARITIME SQUARE,BUKIT MERAH,DOCTOR,6.09,unknown,2025-04-18 14:19:12.973682,,2.07,22.44
4033,MARITIME SQUARE,BUKIT MERAH,RESTAURANT,91.34,medium,2025-04-18 14:19:13.017327,6,0.30,27.2
4034,MARITIME SQUARE,BUKIT MERAH,SHOPPING,26.52,unknown,2025-04-18 14:19:13.056019,,2.07,22.44
4035,MARITIME SQUARE,BUKIT MERAH,PERSONAL_CARE,2.84,unknown,2025-04-18 14:19:13.089261,,2.07,22.44
4036,MARITIME SQUARE,BUKIT MERAH,SCHOOL,44.44,unknown,2025-04-18 14:19:13.125875,,2.07,18.6
4037,MARITIME SQUARE,BUKIT MERAH,VEHICLE,77.97,unknown,2025-04-18 14:19:13.164991,,2.07,22.44
4038,MARITIME SQUARE,BUKIT MERAH,SPORTS_COMPLEX,83.63,unknown,2025-04-18 14:19:13.203042,,2.07,34.48
4039,TELOK BLANGAH RISE,BUKIT MERAH,ARTS,18.62,unknown,2025-04-18 14:19:13.253353,,53.09,52.33
4040,TELOK BLANGAH RISE,BUKIT MERAH,APPAREL,56.47,unknown,2025-04-18 14:19:13.290814,,53.09,64.5
4041,TELOK BLANGAH RISE,BUKIT MERAH,CAFE,44.55,unknown,2025-04-18 14:19:13.328614,,53.09,49.56
4042,TELOK BLANGAH RISE,BUKIT MERAH,CLUBS,5.10,unknown,2025-04-18 14:19:13.372485,,53.09,52.33
4043,TELOK BLANGAH RISE,BUKIT MERAH,DOCTOR,8.84,unknown,2025-04-18 14:19:13.413042,,53.09,64.5
4044,TELOK BLANGAH RISE,BUKIT MERAH,RESTAURANT,90.65,unknown,2025-04-18 14:19:13.447756,,53.09,60.69
4045,TELOK BLANGAH RISE,BUKIT MERAH,SHOPPING,74.55,unknown,2025-04-18 14:19:13.485677,,53.09,64.5
4046,TELOK BLANGAH RISE,BUKIT MERAH,PERSONAL_CARE,9.49,unknown,2025-04-18 14:19:13.528526,,53.09,64.5
4047,TELOK BLANGAH RISE,BUKIT MERAH,SCHOOL,65.62,unknown,2025-04-18 14:19:13.57335,,53.09,36.46
4048,TELOK BLANGAH RISE,BUKIT MERAH,VEHICLE,13.79,unknown,2025-04-18 14:19:13.613171,,53.09,64.5
4049,TELOK BLANGAH RISE,BUKIT MERAH,SPORTS_COMPLEX,16.35,unknown,2025-04-18 14:19:13.64612,,53.09,52.33
4050,TANJONG PAGAR,DOWNTOWN CORE,ARTS,67.59,unknown,2025-04-18 14:19:13.679388,,7.45,36.36
4051,TANJONG PAGAR,DOWNTOWN CORE,APPAREL,17.25,unknown,2025-04-18 14:19:13.724808,,7.45,24.32
4052,TANJONG PAGAR,DOWNTOWN CORE,CAFE,87.16,unknown,2025-04-18 14:19:13.757993,,7.45,33.59
4053,TANJONG PAGAR,DOWNTOWN CORE,CLUBS,22.26,unknown,2025-04-18 14:19:13.790725,,7.45,36.36
4054,TANJONG PAGAR,DOWNTOWN CORE,DOCTOR,70.31,unknown,2025-04-18 14:19:13.824091,,7.45,24.32
4055,TANJONG PAGAR,DOWNTOWN CORE,RESTAURANT,49.06,unknown,2025-04-18 14:19:13.858921,,7.45,20.51
4056,TANJONG PAGAR,DOWNTOWN CORE,SHOPPING,94.22,unknown,2025-04-18 14:19:13.890839,,7.45,24.32
4057,TANJONG PAGAR,DOWNTOWN CORE,PERSONAL_CARE,17.72,unknown,2025-04-18 14:19:13.925849,,7.45,24.32
4058,TANJONG PAGAR,DOWNTOWN CORE,SCHOOL,43.77,unknown,2025-04-18 14:19:13.957926,,7.45,20.48
4059,TANJONG PAGAR,DOWNTOWN CORE,VEHICLE,52.33,unknown,2025-04-18 14:19:13.989136,,7.45,24.32
4060,TANJONG PAGAR,DOWNTOWN CORE,SPORTS_COMPLEX,36.65,unknown,2025-04-18 14:19:14.027342,,7.45,36.36
4061,EVERTON PARK,BUKIT MERAH,ARTS,87.10,unknown,2025-04-18 14:19:14.062091,,28.00,43.55
4062,EVERTON PARK,BUKIT MERAH,APPAREL,0.80,unknown,2025-04-18 14:19:14.113062,,28.00,31.51
4063,EVERTON PARK,BUKIT MERAH,CAFE,73.47,unknown,2025-04-18 14:19:14.150877,,28.00,40.78
4064,EVERTON PARK,BUKIT MERAH,CLUBS,81.25,unknown,2025-04-18 14:19:14.180378,,28.00,43.55
4065,EVERTON PARK,BUKIT MERAH,DOCTOR,45.50,unknown,2025-04-18 14:19:14.213013,,28.00,31.51
4066,EVERTON PARK,BUKIT MERAH,RESTAURANT,6.96,unknown,2025-04-18 14:19:14.254835,,28.00,27.7
4067,EVERTON PARK,BUKIT MERAH,SHOPPING,52.97,unknown,2025-04-18 14:19:14.29828,,28.00,31.52
4068,EVERTON PARK,BUKIT MERAH,PERSONAL_CARE,91.20,unknown,2025-04-18 14:19:14.335404,,28.00,31.51
4069,EVERTON PARK,BUKIT MERAH,SCHOOL,7.31,unknown,2025-04-18 14:19:14.384564,,28.00,27.68
4070,EVERTON PARK,BUKIT MERAH,VEHICLE,21.06,unknown,2025-04-18 14:19:14.424994,,28.00,31.51
4071,EVERTON PARK,BUKIT MERAH,SPORTS_COMPLEX,48.53,unknown,2025-04-18 14:19:14.459362,,28.00,43.55
4072,TELOK BLANGAH WAY,BUKIT MERAH,ARTS,64.03,unknown,2025-04-18 14:19:14.493595,,77.16,60.76
4073,TELOK BLANGAH WAY,BUKIT MERAH,APPAREL,31.35,unknown,2025-04-18 14:19:14.533928,,77.16,48.72
4074,TELOK BLANGAH WAY,BUKIT MERAH,CAFE,46.83,unknown,2025-04-18 14:19:14.568476,,77.16,57.99
4075,TELOK BLANGAH WAY,BUKIT MERAH,CLUBS,75.28,unknown,2025-04-18 14:19:14.613473,,77.16,60.76
4076,TELOK BLANGAH WAY,BUKIT MERAH,DOCTOR,69.82,unknown,2025-04-18 14:19:14.651533,,77.16,48.72
4077,TELOK BLANGAH WAY,BUKIT MERAH,RESTAURANT,19.52,unknown,2025-04-18 14:19:14.684969,,77.16,44.91
4078,TELOK BLANGAH WAY,BUKIT MERAH,SHOPPING,38.30,unknown,2025-04-18 14:19:14.725913,,77.16,48.72
4079,TELOK BLANGAH WAY,BUKIT MERAH,PERSONAL_CARE,10.64,unknown,2025-04-18 14:19:14.894136,,77.16,48.72
4080,TELOK BLANGAH WAY,BUKIT MERAH,SCHOOL,93.63,unknown,2025-04-18 14:19:14.928488,,77.16,44.88
4081,TELOK BLANGAH WAY,BUKIT MERAH,VEHICLE,51.60,unknown,2025-04-18 14:19:14.973352,,77.16,48.72
4082,TELOK BLANGAH WAY,BUKIT MERAH,SPORTS_COMPLEX,2.80,unknown,2025-04-18 14:19:15.0106,,77.16,60.76
4083,MAXWELL,DOWNTOWN CORE,ARTS,26.42,unknown,2025-04-18 14:19:15.056146,,0.00,33.75
4084,MAXWELL,DOWNTOWN CORE,APPAREL,17.31,unknown,2025-04-18 14:19:15.090906,,0.00,6.92
4085,MAXWELL,DOWNTOWN CORE,CAFE,80.33,unknown,2025-04-18 14:19:15.12739,,0.00,30.98
4086,MAXWELL,DOWNTOWN CORE,CLUBS,72.03,unknown,2025-04-18 14:19:15.171815,,0.00,33.75
4087,MAXWELL,DOWNTOWN CORE,DOCTOR,83.22,unknown,2025-04-18 14:19:15.21367,,0.00,6.92
4088,MAXWELL,DOWNTOWN CORE,RESTAURANT,21.34,unknown,2025-04-18 14:19:15.266027,,0.00,3.11
